libellé_du_département;année;tour;parti;tendance_politique;inscrits;abstentions;votants;exprimés;voix;%_voix/ins;%_voix/exp;taux_de_chômage;incidents_de_délinquance;pib;18-24_ans;25-34_ans;35-49_ans;50-64_ans;65_ans_et_plus;moyenne_du_parti_18-24_ans;moyenne_du_parti_25-34_ans;moyenne_du_parti_35-49_ans;moyenne_du_parti_50-64_ans;moyenne_du_parti_65_ans_et_plus
MEURTHEETMOSELLE;2007;1;Europe Écologie Les Verts;Gauche;490248;79148;411100;411100;6424;1,310357207;1,562636828;7,375;35769;19952;110076;93903;148447;131426;115899;2;3;1;1,5;0
MEURTHEETMOSELLE;2007;1;Europe Écologie Les Verts;Gauche;490248;79148;411100;411100;6424;1,310357207;1,562636828;7,375;35769;19952;110076;93903;148447;131426;115899;3;1;1,5;1,5;0
MEUSE;2007;1;Europe Écologie Les Verts;Gauche;141267;20957;120310;120310;1795;1,270643533;1,491979054;8,25;6938;17839;23634;22925;40231;37259;33180;2;3;1;1,5;0
MEUSE;2007;1;Europe Écologie Les Verts;Gauche;141267;20957;120310;120310;1795;1,270643533;1,491979054;8,25;6938;17839;23634;22925;40231;37259;33180;3;1;1,5;1,5;0
MORBIHAN;2007;1;Europe Écologie Les Verts;Gauche;534901;67572;467329;467329;8967;1,676384976;1,918776708;6,9;24613;19260;79186;79098;146385;136664;136034;2;3;1;1,5;0
MORBIHAN;2007;1;Europe Écologie Les Verts;Gauche;534901;67572;467329;467329;8967;1,676384976;1,918776708;6,9;24613;19260;79186;79098;146385;136664;136034;3;1;1,5;1,5;0
MOSELLE;2007;1;Europe Écologie Les Verts;Gauche;738889;131991;606898;606898;9521;1,288556197;1,568797393;7,9;45304;19644;135826;133029;231659;191748;165388;2;3;1;1,5;0
MOSELLE;2007;1;Europe Écologie Les Verts;Gauche;738889;131991;606898;606898;9521;1,288556197;1,568797393;7,9;45304;19644;135826;133029;231659;191748;165388;3;1;1,5;1,5;0
NIEVRE;2007;1;Europe Écologie Les Verts;Gauche;169334;27660;141674;141674;1851;1,093105933;1,306520604;7,625;7384;18245;22159;21836;43357;47588;52004;2;3;1;1,5;0
NIEVRE;2007;1;Europe Écologie Les Verts;Gauche;169334;27660;141674;141674;1851;1,093105933;1,306520604;7,625;7384;18245;22159;21836;43357;47588;52004;3;1;1,5;1,5;0
NORD;2007;1;Europe Écologie Les Verts;Gauche;1776070;340660;1435410;1435410;20501;1,15429009;1,428233048;10,675;155337;19794;385148;347135;521858;440655;354335;2;3;1;1,5;0
NORD;2007;1;Europe Écologie Les Verts;Gauche;1776070;340660;1435410;1435410;20501;1,15429009;1,428233048;10,675;155337;19794;385148;347135;521858;440655;354335;3;1;1,5;1,5;0
OISE;2007;1;Europe Écologie Les Verts;Gauche;536752;88504;448248;448248;6528;1,216204132;1,456336671;7,325;41439;20327;104874;104717;175816;145128;102856;2;3;1;1,5;0
OISE;2007;1;Europe Écologie Les Verts;Gauche;536752;88504;448248;448248;6528;1,216204132;1,456336671;7,325;41439;20327;104874;104717;175816;145128;102856;3;1;1,5;1,5;0
ORNE;2007;1;Europe Écologie Les Verts;Gauche;216406;30591;185815;185815;2875;1,32852139;1,547237844;7,075;9764;18609;32748;31404;58785;57795;59163;2;3;1;1,5;0
ORNE;2007;1;Europe Écologie Les Verts;Gauche;216406;30591;185815;185815;2875;1,32852139;1,547237844;7,075;9764;18609;32748;31404;58785;57795;59163;3;1;1,5;1,5;0
PASDECALAIS;2007;1;Europe Écologie Les Verts;Gauche;1078462;187852;890610;890610;10881;1,008936801;1,221746893;10,625;70101;16334;195839;183439;302139;261622;221561;2;3;1;1,5;0
PASDECALAIS;2007;1;Europe Écologie Les Verts;Gauche;1078462;187852;890610;890610;10881;1,008936801;1,221746893;10,625;70101;16334;195839;183439;302139;261622;221561;3;1;1,5;1,5;0
PUYDEDOME;2007;1;Europe Écologie Les Verts;Gauche;443260;57492;385768;385768;5756;1,298560664;1,492088509;7,075;24555;22429;82488;77232;130373;125160;110998;2;3;1;1,5;0
PUYDEDOME;2007;1;Europe Écologie Les Verts;Gauche;443260;57492;385768;385768;5756;1,298560664;1,492088509;7,075;24555;22429;82488;77232;130373;125160;110998;3;1;1,5;1,5;0
PYRENEESATLANTIQUES;2007;1;Europe Écologie Les Verts;Gauche;474672;60849;413823;413823;6629;1,396543297;1,601892597;6,8;25679;21051;73292;73033;137543;124076;130686;2;3;1;1,5;0
PYRENEESATLANTIQUES;2007;1;Europe Écologie Les Verts;Gauche;474672;60849;413823;413823;6629;1,396543297;1,601892597;6,8;25679;21051;73292;73033;137543;124076;130686;3;1;1,5;1,5;0
HAUTESPYRENEES;2007;1;Europe Écologie Les Verts;Gauche;176279;23481;152798;152798;1834;1,04039619;1,200277491;8,325;8815;18327;23730;22741;47693;47702;50999;2;3;1;1,5;0
HAUTESPYRENEES;2007;1;Europe Écologie Les Verts;Gauche;176279;23481;152798;152798;1834;1,04039619;1,200277491;8,325;8815;18327;23730;22741;47693;47702;50999;3;1;1,5;1,5;0
PYRENEESORIENTALES;2007;1;Europe Écologie Les Verts;Gauche;314769;47178;267591;267591;3374;1,071897169;1,260879477;10,5;30539;17180;47975;47582;87666;85299;95253;2;3;1;1,5;0
PYRENEESORIENTALES;2007;1;Europe Écologie Les Verts;Gauche;314769;47178;267591;267591;3374;1,071897169;1,260879477;10,5;30539;17180;47975;47582;87666;85299;95253;3;1;1,5;1,5;0
BASRHIN;2007;1;Europe Écologie Les Verts;Gauche;717337;121290;596047;596047;11897;1,65849524;1,995983538;6,525;48236;24515;148690;147258;241880;192021;159984;2;3;1;1,5;0
BASRHIN;2007;1;Europe Écologie Les Verts;Gauche;717337;121290;596047;596047;11897;1,65849524;1,995983538;6,525;48236;24515;148690;147258;241880;192021;159984;3;1;1,5;1,5;0
HAUTRHIN;2007;1;Europe Écologie Les Verts;Gauche;506877;86993;419884;419884;8485;1,673976132;2,02079622;7,775;30773;22264;90661;94715;167538;136275;114626;2;3;1;1,5;0
HAUTRHIN;2007;1;Europe Écologie Les Verts;Gauche;506877;86993;419884;419884;8485;1,673976132;2,02079622;7,775;30773;22264;90661;94715;167538;136275;114626;3;1;1,5;1,5;0
RHONE;2007;1;Europe Écologie Les Verts;Gauche;1037635;141181;896454;896454;15484;1,492239564;1,727249809;7,125;117348;30396;250402;238544;341708;281393;249110;2;3;1;1,5;0
RHONE;2007;1;Europe Écologie Les Verts;Gauche;1037635;141181;896454;896454;15484;1,492239564;1,727249809;7,125;117348;30396;250402;238544;341708;281393;249110;3;1;1,5;1,5;0
HAUTESAONE;2007;1;Europe Écologie Les Verts;Gauche;179506;25635;153871;153871;2386;1,329203481;1,55064957;6,975;8058;16783;26093;27959;50099;46907;41705;2;3;1;1,5;0
HAUTESAONE;2007;1;Europe Écologie Les Verts;Gauche;179506;25635;153871;153871;2386;1,329203481;1,55064957;6,975;8058;16783;26093;27959;50099;46907;41705;3;1;1,5;1,5;0
SAONEETLOIRE;2007;1;Europe Écologie Les Verts;Gauche;408946;66679;342267;342267;4222;1,032410147;1,233539897;6,925;18539;18817;58596;58649;113749;112420;115797;2;3;1;1,5;0
SAONEETLOIRE;2007;1;Europe Écologie Les Verts;Gauche;408946;66679;342267;342267;4222;1,032410147;1,233539897;6,925;18539;18817;58596;58649;113749;112420;115797;3;1;1,5;1,5;0
SARTHE;2007;1;Europe Écologie Les Verts;Gauche;401328;60320;341008;341008;5590;1,392875653;1,63925773;6,925;20300;21264;67205;67061;114949;102330;100556;2;3;1;1,5;0
SARTHE;2007;1;Europe Écologie Les Verts;Gauche;401328;60320;341008;341008;5590;1,392875653;1,63925773;6,925;20300;21264;67205;67061;114949;102330;100556;3;1;1,5;1,5;0
SAVOIE;2007;1;Europe Écologie Les Verts;Gauche;287948;39670;248278;248278;5236;1,818383875;2,108926284;5,9;26305;24072;49486;50157;89624;75512;65526;2;3;1;1,5;0
SAVOIE;2007;1;Europe Écologie Les Verts;Gauche;287948;39670;248278;248278;5236;1,818383875;2,108926284;5,9;26305;24072;49486;50157;89624;75512;65526;3;1;1,5;1,5;0
HAUTESAVOIE;2007;1;Europe Écologie Les Verts;Gauche;472822;68766;404056;404056;8817;1,864760946;2,18212327;5,225;34852;24048;82237;96348;165095;127590;96054;2;3;1;1,5;0
HAUTESAVOIE;2007;1;Europe Écologie Les Verts;Gauche;472822;68766;404056;404056;8817;1,864760946;2,18212327;5,225;34852;24048;82237;96348;165095;127590;96054;3;1;1,5;1,5;0
PARIS;2007;1;Europe Écologie Les Verts;Gauche;1221993;153719;1068274;1068274;16261;1,33069502;1,522175023;7,725;219265;67502;297879;424768;462740;383377;305131;2;3;1;1,5;0
PARIS;2007;1;Europe Écologie Les Verts;Gauche;1221993;153719;1068274;1068274;16261;1,33069502;1,522175023;7,725;219265;67502;297879;424768;462740;383377;305131;3;1;1,5;1,5;0
SEINEMARITIME;2007;1;Europe Écologie Les Verts;Gauche;873585;144633;728952;728952;10852;1,242237447;1,488712563;8,525;64802;23197;173348;156725;255554;228279;197448;2;3;1;1,5;0
SEINEMARITIME;2007;1;Europe Écologie Les Verts;Gauche;873585;144633;728952;728952;10852;1,242237447;1,488712563;8,525;64802;23197;173348;156725;255554;228279;197448;3;1;1,5;1,5;0
SEINEETMARNE;2007;1;Europe Écologie Les Verts;Gauche;802133;117182;684951;684951;11269;1,404879241;1,645227177;5,975;79407;20280;179534;175501;290835;225851;142786;2;3;1;1,5;0
SEINEETMARNE;2007;1;Europe Écologie Les Verts;Gauche;802133;117182;684951;684951;11269;1,404879241;1,645227177;5,975;79407;20280;179534;175501;290835;225851;142786;3;1;1,5;1,5;0
YVELINES;2007;1;Europe Écologie Les Verts;Gauche;894380;112496;781884;781884;12682;1,417965518;1,621979731;5,8;79921;27211;182845;188829;308738;253818;176962;2;3;1;1,5;0
YVELINES;2007;1;Europe Écologie Les Verts;Gauche;894380;112496;781884;781884;12682;1,417965518;1,621979731;5,8;79921;27211;182845;188829;308738;253818;176962;3;1;1,5;1,5;0
DEUXSEVRES;2007;1;Europe Écologie Les Verts;Gauche;269277;34999;234278;234278;3536;1,313145943;1,50931799;5,6;11860;20300;39514;41468;76488;69292;71896;2;3;1;1,5;0
DEUXSEVRES;2007;1;Europe Écologie Les Verts;Gauche;269277;34999;234278;234278;3536;1,313145943;1,50931799;5,6;11860;20300;39514;41468;76488;69292;71896;3;1;1,5;1,5;0
SOMME;2007;1;Europe Écologie Les Verts;Gauche;410269;64372;345897;345897;4002;0,975457566;1,156991821;9,375;27688;19457;78709;71847;116639;104153;89449;2;3;1;1,5;0
SOMME;2007;1;Europe Écologie Les Verts;Gauche;410269;64372;345897;345897;4002;0,975457566;1,156991821;9,375;27688;19457;78709;71847;116639;104153;89449;3;1;1,5;1,5;0
TARN;2007;1;Europe Écologie Les Verts;Gauche;276354;32012;244342;244342;3336;1,207147354;1,365299457;8,65;13144;17025;38778;39172;76323;72981;80369;2;3;1;1,5;0
TARN;2007;1;Europe Écologie Les Verts;Gauche;276354;32012;244342;244342;3336;1,207147354;1,365299457;8,65;13144;17025;38778;39172;76323;72981;80369;3;1;1,5;1,5;0
TARNETGARONNE;2007;1;Europe Écologie Les Verts;Gauche;165833;19865;145968;145968;1898;1,144524914;1,300284994;8,475;10222;17428;24564;26556;49517;44235;44344;2;3;1;1,5;0
TARNETGARONNE;2007;1;Europe Écologie Les Verts;Gauche;165833;19865;145968;145968;1898;1,144524914;1,300284994;8,475;10222;17428;24564;26556;49517;44235;44344;3;1;1,5;1,5;0
VAR;2007;1;Europe Écologie Les Verts;Gauche;716795;118514;598281;598281;8107;1,131006773;1,355048882;9,025;58684;18902;110611;105992;204062;199886;210004;2;3;1;1,5;0
VAR;2007;1;Europe Écologie Les Verts;Gauche;716795;118514;598281;598281;8107;1,131006773;1,355048882;9,025;58684;18902;110611;105992;204062;199886;210004;3;1;1,5;1,5;0
VAUCLUSE;2007;1;Europe Écologie Les Verts;Gauche;370625;54432;316193;316193;4243;1,144822934;1,34190194;9,6;31922;20281;64496;62355;113146;103789;94609;2;3;1;1,5;0
VAUCLUSE;2007;1;Europe Écologie Les Verts;Gauche;370625;54432;316193;316193;4243;1,144822934;1,34190194;9,6;31922;20281;64496;62355;113146;103789;94609;3;1;1,5;1,5;0
VENDEE;2007;1;Europe Écologie Les Verts;Gauche;464249;55099;409150;409150;6559;1,412819414;1,603079555;5,65;20258;19781;66151;72013;124202;117200;118073;2;3;1;1,5;0
VENDEE;2007;1;Europe Écologie Les Verts;Gauche;464249;55099;409150;409150;6559;1,412819414;1,603079555;5,65;20258;19781;66151;72013;124202;117200;118073;3;1;1,5;1,5;0
VIENNE;2007;1;Europe Écologie Les Verts;Gauche;299185;42567;256618;256618;4035;1,34866387;1,572376061;6,725;14565;20139;60912;51362;84001;78054;76776;2;3;1;1,5;0
VIENNE;2007;1;Europe Écologie Les Verts;Gauche;299185;42567;256618;256618;4035;1,34866387;1,572376061;6,725;14565;20139;60912;51362;84001;78054;76776;3;1;1,5;1,5;0
HAUTEVIENNE;2007;1;Europe Écologie Les Verts;Gauche;265865;35189;230676;230676;3208;1,206627424;1,390695174;6,75;12636;21494;45548;43112;74375;74323;77402;2;3;1;1,5;0
HAUTEVIENNE;2007;1;Europe Écologie Les Verts;Gauche;265865;35189;230676;230676;3208;1,206627424;1,390695174;6,75;12636;21494;45548;43112;74375;74323;77402;3;1;1,5;1,5;0
VOSGES;2007;1;Europe Écologie Les Verts;Gauche;288720;43384;245336;245336;3822;1,323773899;1,557863501;8,55;12497;19733;44141;43168;80120;74661;69198;2;3;1;1,5;0
VOSGES;2007;1;Europe Écologie Les Verts;Gauche;288720;43384;245336;245336;3822;1,323773899;1,557863501;8,55;12497;19733;44141;43168;80120;74661;69198;3;1;1,5;1,5;0
YONNE;2007;1;Europe Écologie Les Verts;Gauche;245539;39805;205734;205734;2924;1,190849519;1,421252686;7,1;15933;19245;37296;37622;70043;67905;67060;2;3;1;1,5;0
YONNE;2007;1;Europe Écologie Les Verts;Gauche;245539;39805;205734;205734;2924;1,190849519;1,421252686;7,1;15933;19245;37296;37622;70043;67905;67060;3;1;1,5;1,5;0
TERRITOIREDEBELFORT;2007;1;Europe Écologie Les Verts;Gauche;93779;14698;79081;79081;1441;1,536591348;1,822182319;9,075;4421;20862;19187;18669;30010;26176;21081;2;3;1;1,5;0
TERRITOIREDEBELFORT;2007;1;Europe Écologie Les Verts;Gauche;93779;14698;79081;79081;1441;1,536591348;1,822182319;9,075;4421;20862;19187;18669;30010;26176;21081;3;1;1,5;1,5;0
ESSONNE;2007;1;Europe Écologie Les Verts;Gauche;742932;96023;646909;646909;11448;1,540921646;1,769646117;5,5;69071;23460;163375;165700;268524;208592;146390;2;3;1;1,5;0
ESSONNE;2007;1;Europe Écologie Les Verts;Gauche;742932;96023;646909;646909;11448;1,540921646;1,769646117;5,5;69071;23460;163375;165700;268524;208592;146390;3;1;1,5;1,5;0
HAUTSDESEINE;2007;1;Europe Écologie Les Verts;Gauche;904665;118158;786507;786507;11299;1,248970613;1,436605141;6,575;92872;62244;189434;258941;340047;253358;203834;2;3;1;1,5;0
HAUTSDESEINE;2007;1;Europe Écologie Les Verts;Gauche;904665;118158;786507;786507;11299;1,248970613;1,436605141;6,575;92872;62244;189434;258941;340047;253358;203834;3;1;1,5;1,5;0
SEINESAINTDENIS;2007;1;Europe Écologie Les Verts;Gauche;708171;120251;587920;587920;7823;1,104676695;1,330623214;10,45;138003;23305;214977;233658;323012;241695;159286;2;3;1;1,5;0
SEINESAINTDENIS;2007;1;Europe Écologie Les Verts;Gauche;708171;120251;587920;587920;7823;1,104676695;1,330623214;10,45;138003;23305;214977;233658;323012;241695;159286;3;1;1,5;1,5;0
VALDEMARNE;2007;1;Europe Écologie Les Verts;Gauche;745956;107724;638232;638232;10132;1,358257055;1,587510498;7,25;86840;24785;172482;198349;287183;221617;168581;2;3;1;1,5;0
VALDEMARNE;2007;1;Europe Écologie Les Verts;Gauche;745956;107724;638232;638232;10132;1,358257055;1,587510498;7,25;86840;24785;172482;198349;287183;221617;168581;3;1;1,5;1,5;0
VALDOISE;2007;1;Europe Écologie Les Verts;Gauche;675114;96134;578980;578980;8973;1,329108862;1,549794466;8;86911;22441;169145;162416;252720;200711;125913;2;3;1;1,5;0
VALDOISE;2007;1;Europe Écologie Les Verts;Gauche;675114;96134;578980;578980;8973;1,329108862;1,549794466;8;86911;22441;169145;162416;252720;200711;125913;3;1;1,5;1,5;0
AIN;2007;1;Reconquête;Extrême Droite;372899;52040;320859;320859;8013;2,14883923;2,497358653;4,9;22246;20379;67797;72084;130763;104518;81390;4,8;3,8;4,8;4,35;3,3
AISNE;2007;1;Reconquête;Extrême Droite;377475;61974;315501;315501;8124;2,15219551;2,574952219;10,125;24469;18018;66495;64175;112328;101673;86893;4,8;3,8;4,8;4,35;3,3
ALLIER;2007;1;Reconquête;Extrême Droite;259537;38012;221525;221525;5292;2,039015632;2,388895159;7,725;11760;18894;34810;36207;68723;71466;78805;4,8;3,8;4,8;4,35;3,3
ALPESDEHAUTEPROVENCE;2007;1;Reconquête;Extrême Droite;118936;16143;102793;102793;2187;1,838804063;2,127576781;8,675;7693;18780;16256;15288;33602;31823;31967;4,8;3,8;4,8;4,35;3,3
HAUTESALPES;2007;1;Reconquête;Extrême Droite;102955;14428;88527;88527;1948;1,892088777;2,200458617;7,2;6034;20147;13799;14486;29247;26292;23962;4,8;3,8;4,8;4,35;3,3
ALPESMARITIMES;2007;1;Reconquête;Extrême Droite;721716;122392;599324;599324;10883;1,507933869;1,815879224;7,375;87550;23101;124394;123719;224885;204299;230231;4,8;3,8;4,8;4,35;3,3
ARDECHE;2007;1;Reconquête;Extrême Droite;235578;30846;204732;204732;4962;2,106308739;2,423656292;8,35;11060;16665;31402;33496;65294;62275;61359;4,8;3,8;4,8;4,35;3,3
ARDENNES;2007;1;Reconquête;Extrême Droite;199115;35545;163570;163570;4173;2,095773799;2,551201321;10,325;10977;18432;34377;33866;60732;53845;47505;4,8;3,8;4,8;4,35;3,3
ARIEGE;2007;1;Reconquête;Extrême Droite;113831;14629;99202;99202;1634;1,435461342;1,647144211;8,85;5665;16583;14824;15511;30924;30300;32712;4,8;3,8;4,8;4,35;3,3
AUBE;2007;1;Reconquête;Extrême Droite;204692;33530;171162;171162;4980;2,432923612;2,90952431;8,2;14089;21048;37389;36256;62406;57641;51942;4,8;3,8;4,8;4,35;3,3
AUDE;2007;1;Reconquête;Extrême Droite;254404;34465;219939;219939;3891;1,529457084;1,769126894;10,1;16845;16735;36541;37190;70036;70456;73068;4,8;3,8;4,8;4,35;3,3
AVEYRON;2007;1;Reconquête;Extrême Droite;217981;25692;192289;192289;3807;1,746482492;1,97983244;5;6684;18333;26238;28905;56022;54536;64579;4,8;3,8;4,8;4,35;3,3
BOUCHESDURHONE;2007;1;Reconquête;Extrême Droite;1260916;203962;1056954;1056954;17300;1,372018437;1,636778895;10,6;166392;23521;263134;244201;410572;361312;327962;4,8;3,8;4,8;4,35;3,3
CALVADOS;2007;1;Reconquête;Extrême Droite;482677;65521;417156;417156;10324;2,138904485;2,474853532;7,75;27886;20516;92249;82810;136903;126417;110690;4,8;3,8;4,8;4,35;3,3
CANTAL;2007;1;Reconquête;Extrême Droite;123363;17513;105850;105850;2122;1,72012678;2,004723666;5,525;3237;16437;14528;15718;31015;31233;34756;4,8;3,8;4,8;4,35;3,3
CHARENTE;2007;1;Reconquête;Extrême Droite;259756;39588;220168;220168;7017;2,701381296;3,18711166;7,9;13868;20878;37463;38136;73058;71484;71813;4,8;3,8;4,8;4,35;3,3
CHARENTEMARITIME;2007;1;Reconquête;Extrême Droite;453394;68782;384612;384612;13997;3,087160395;3,639252025;8,3;30802;18095;66495;62925;121581;125246;131323;4,8;3,8;4,8;4,35;3,3
CHER;2007;1;Reconquête;Extrême Droite;232301;40811;191490;191490;5193;2,23546175;2,71189096;7,325;11523;19420;33695;34294;65059;64519;63860;4,8;3,8;4,8;4,35;3,3
CORREZE;2007;1;Reconquête;Extrême Droite;187233;24314;162919;162919;3415;1,823930611;2,096133662;5,3;7428;18514;24926;25825;48952;49331;56756;4,8;3,8;4,8;4,35;3,3
COTEDOR;2007;1;Reconquête;Extrême Droite;349518;50213;299305;299305;6746;1,930086576;2,253888174;6,45;20078;25852;75105;64708;107740;96946;85574;4,8;3,8;4,8;4,35;3,3
COTESDARMOR;2007;1;Reconquête;Extrême Droite;445906;52087;393819;393819;7714;1,729961023;1,95876786;6,4;18781;18023;59682;60788;115416;115250;123972;4,8;3,8;4,8;4,35;3,3
CREUSE;2007;1;Reconquête;Extrême Droite;99799;16523;83276;83276;2155;2,159340274;2,587780393;6,925;2374;15531;11289;11318;24720;26367;32305;4,8;3,8;4,8;4,35;3,3
DORDOGNE;2007;1;Reconquête;Extrême Droite;309106;36115;272991;272991;6002;1,941728727;2,19860728;7,5;12538;16263;38873;39481;82676;86719;97306;4,8;3,8;4,8;4,35;3,3
DOUBS;2007;1;Reconquête;Extrême Droite;353132;50057;303075;303075;6492;1,838406035;2,142044049;7,325;22704;23386;73565;68055;107383;93989;79775;4,8;3,8;4,8;4,35;3,3
DROME;2007;1;Reconquête;Extrême Droite;338089;46511;291578;291578;7337;2,170138632;2,516307815;8,425;26640;21642;55017;54296;100049;91257;83197;4,8;3,8;4,8;4,35;3,3
EURE;2007;1;Reconquête;Extrême Droite;404264;62946;341318;341318;9543;2,360586152;2,79592638;7,55;22742;18820;69659;70176;124922;107614;83194;4,8;3,8;4,8;4,35;3,3
EUREETLOIR;2007;1;Reconquête;Extrême Droite;293851;47165;246686;246686;7803;2,65542741;3,163130457;6,675;16848;20384;50397;52176;89481;79270;68045;4,8;3,8;4,8;4,35;3,3
FINISTERE;2007;1;Reconquête;Extrême Droite;667662;84178;583484;583484;10058;1,506450869;1,723783343;7,025;34956;20317;104739;103144;184296;166957;170172;4,8;3,8;4,8;4,35;3,3
GARD;2007;1;Reconquête;Extrême Droite;488899;67455;421444;421444;8391;1,716305413;1,991011854;10,975;41056;18272;81000;76175;146526;136545;124827;4,8;3,8;4,8;4,35;3,3
HAUTEGARONNE;2007;1;Reconquête;Extrême Droite;789194;98556;690638;690638;9997;1,266735429;1,447502165;8,25;83534;25420;182256;172788;262876;203814;170303;4,8;3,8;4,8;4,35;3,3
GERS;2007;1;Reconquête;Extrême Droite;140324;16316;124008;124008;2365;1,685385251;1,907135024;5,675;5197;17298;16645;17521;38597;38441;43250;4,8;3,8;4,8;4,35;3,3
GIRONDE;2007;1;Reconquête;Extrême Droite;953526;119988;833538;833538;14302;1,499906662;1,715818595;7,9;78607;23672;190470;184674;299734;262547;227976;4,8;3,8;4,8;4,35;3,3
HERAULT;2007;1;Reconquête;Extrême Droite;699684;98760;600924;600924;9985;1,427072793;1,661607791;10,975;74021;19481;139348;125213;204354;188602;179374;4,8;3,8;4,8;4,35;3,3
ILLEETVILAINE;2007;1;Reconquête;Extrême Droite;665646;80991;584655;584655;12793;1,921892417;2,188128041;5,925;40097;23150;138307;129827;199748;160376;144253;4,8;3,8;4,8;4,35;3,3
INDRE;2007;1;Reconquête;Extrême Droite;177334;27117;150217;150217;4679;2,638523915;3,114827217;6,675;7289;18056;22669;24762;47358;47360;53132;4,8;3,8;4,8;4,35;3,3
INDREETLOIRE;2007;1;Reconquête;Extrême Droite;401678;57685;343993;343993;10391;2,586897963;3,020701003;6,6;24714;21185;79622;69916;120073;108197;102644;4,8;3,8;4,8;4,35;3,3
ISERE;2007;1;Reconquête;Extrême Droite;784199;107340;676859;676859;12995;1,657104893;1,919897645;6,55;63455;23427;161303;154491;253601;208663;171142;4,8;3,8;4,8;4,35;3,3
JURA;2007;1;Reconquête;Extrême Droite;187083;25831;161252;161252;4301;2,298979597;2,667253739;5,8;8456;20577;28844;28925;54825;49917;48333;4,8;3,8;4,8;4,35;3,3
LANDES;2007;1;Reconquête;Extrême Droite;283071;34886;248185;248185;3931;1,388697535;1,583899108;6,825;16139;19862;35534;39962;79247;74693;75442;4,8;3,8;4,8;4,35;3,3
LOIRETCHER;2007;1;Reconquête;Extrême Droite;240542;35400;205142;205142;6918;2,876005022;3,372298213;6,675;13052;19974;33834;36165;67781;63462;67661;4,8;3,8;4,8;4,35;3,3
LOIRE;2007;1;Reconquête;Extrême Droite;505865;74020;431845;431845;11381;2,249809732;2,635436326;7,55;32427;18885;92760;87130;146949;141718;138672;4,8;3,8;4,8;4,35;3,3
HAUTELOIRE;2007;1;Reconquête;Extrême Droite;173258;22362;150896;150896;3757;2,168442438;2,489794295;6,45;5683;16801;22504;24458;46437;43394;43755;4,8;3,8;4,8;4,35;3,3
LOIREATLANTIQUE;2007;1;Reconquête;Extrême Droite;892016;113982;778034;778034;23947;2,684593101;3,077886056;6,9;72498;23627;167671;163470;262725;223000;188854;4,8;3,8;4,8;4,35;3,3
LOIRET;2007;1;Reconquête;Extrême Droite;435658;67589;368069;368069;10736;2,464318341;2,916844396;6,425;31320;24764;83703;81774;134776;119613;106009;4,8;3,8;4,8;4,35;3,3
LOT;2007;1;Reconquête;Extrême Droite;132896;14595;118301;118301;2251;1,693805683;1,902773434;6,9;5078;17225;15562;16547;34555;36598;41277;4,8;3,8;4,8;4,35;3,3
LOTETGARONNE;2007;1;Reconquête;Extrême Droite;238999;30536;208463;208463;4681;1,958585601;2,245482412;7,775;12566;18413;34000;34428;65485;65794;70821;4,8;3,8;4,8;4,35;3,3
LOZERE;2007;1;Reconquête;Extrême Droite;60016;7346;52670;52670;1011;1,684550786;1,919498766;4,475;2034;16890;8141;8557;15991;15704;15320;4,8;3,8;4,8;4,35;3,3
MAINEETLOIRE;2007;1;Reconquête;Extrême Droite;539902;65512;474390;474390;20392;3,776981749;4,298572904;6,85;28740;19648;105951;96061;157397;135220;124937;4,8;3,8;4,8;4,35;3,3
MANCHE;2007;1;Reconquête;Extrême Droite;371781;51495;320286;320286;8813;2,370481547;2,751603255;6,875;13114;18999;55582;54062;102832;93488;99963;4,8;3,8;4,8;4,35;3,3
MARNE;2007;1;Reconquête;Extrême Droite;382287;71089;311198;311198;7906;2,068079741;2,540504759;7,25;31823;26096;82492;73790;117286;104339;86016;4,8;3,8;4,8;4,35;3,3
HAUTEMARNE;2007;1;Reconquête;Extrême Droite;142353;24265;118088;118088;3391;2,382106454;2,871587291;7,55;7342;20335;21764;20895;38608;37519;36085;4,8;3,8;4,8;4,35;3,3
MAYENNE;2007;1;Reconquête;Extrême Droite;220022;27871;192151;192151;6023;2,737453527;3,134514002;4,8;9168;21297;34324;36166;61781;53779;54232;4,8;3,8;4,8;4,35;3,3
MEURTHEETMOSELLE;2007;1;Reconquête;Extrême Droite;490248;79148;411100;411100;7965;1,624687913;1,937484797;7,375;35769;19952;110076;93903;148447;131426;115899;4,8;3,8;4,8;4,35;3,3
MEUSE;2007;1;Reconquête;Extrême Droite;141267;20957;120310;120310;3019;2,137087926;2,509350844;8,25;6938;17839;23634;22925;40231;37259;33180;4,8;3,8;4,8;4,35;3,3
MORBIHAN;2007;1;Reconquête;Extrême Droite;534901;67572;467329;467329;10647;1,990461786;2,278266489;6,9;24613;19260;79186;79098;146385;136664;136034;4,8;3,8;4,8;4,35;3,3
MOSELLE;2007;1;Reconquête;Extrême Droite;738889;131991;606898;606898;12070;1,633533589;1,988802072;7,9;45304;19644;135826;133029;231659;191748;165388;4,8;3,8;4,8;4,35;3,3
NIEVRE;2007;1;Reconquête;Extrême Droite;169334;27660;141674;141674;3514;2,07518868;2,480342194;7,625;7384;18245;22159;21836;43357;47588;52004;4,8;3,8;4,8;4,35;3,3
